complex,simple,rulebased,t5small,bartbase,t5base_lora,bartlg_lora,best_sari
the government s moves have included loosening the headscarf ban dramatically increasing the number of religious schools and ending the school ritual in which students pledged allegiance to secular principles.,the government has loosened the headscarf ban increased the number of religious schools and stopped the pledge of allegiance.,The government s moves have included loosening the headscarf ban dramatically increasing the number of religious schools and ending the school ritual . In It students pledged allegiance to secular principles.,the government s moves have included loosening the headscarf ban dramatically increasing the number of religious schools.,the government s moves have included loosening the headscarf ban dramatically increasing the number of religious schools.,the government s moves have included loosening the headscarf ban dramatically increasing the number of religious schools.,the government s moves have included loosening the headscarf ban dramatically increasing the number of religious schools and ending the school ritual in which students pledged allegiance to secular principles.,43.10035842293907
the government s moves have included loosening the headscarf ban dramatically increasing the number of religious schools and ending the school ritual in which students pledged allegiance to secular principles.,recently the government has lifted the headscarf ban and stopped the pledge of allegiance.,The government s moves have included loosening the headscarf ban dramatically increasing the number of religious schools and ending the school ritual . In It students pledged allegiance to secular principles.,the government s moves have included loosening the headscarf ban dramatically increasing the number of religious schools.,the government s moves have included loosening the headscarf ban dramatically increasing the number of religious schools.,the government s moves have included loosening the headscarf ban dramatically increasing the number of religious schools.,the government s moves have included loosening the headscarf ban dramatically increasing the number of religious schools and ending the school ritual in which students pledged allegiance to secular principles.,39.40242763772176
while it has cited student freedoms in allowing headscarves it has at the same time banned tattoos body piercing and dyed hair in schools.,but at the same time it banned tattoos and dyed hair in schools.,While it has cited student freedoms in allowing headscarves it has at the same time banned tattoos . They was body piercing and dyed hair in schools.,but it also banned tattoos body piercing and dyed hair in schools.,but it has at the same time banned tattoos body piercing and dyed hair in schools.,it has also banned tattoos body piercing and dyed hair in schools.,it has at the same time banned tattoos body piercing and dyed hair in schools.,88.57142857142858
it said student freedom was the reason for bringing back headscarves but at same time the schools have banned tattoos body piercings and dyed hair.,but at the same time it banned tattoos and dyed hair in schools.,It said student freedom was the reason for bringing back headscarves but at same time the schools have banned tattoos body piercings. The schools dyed hair.,but the schools have also banned tattoos body piercings and dyed hair.,but at the same time the schools have banned tattoos body piercings and dyed hair.,but at the same time the schools have banned tattoos body piercings and dyed hair.,but at same time the schools have banned tattoos body piercings and dyed hair.,50.0
it said student freedom was the reason for bringing back headscarves but at same time the schools have banned tattoos body piercings and dyed hair.,but the schools also banned tattoos and dyed hair at the same time.,It said student freedom was the reason for bringing back headscarves but at same time the schools have banned tattoos body piercings. The schools dyed hair.,but the schools have also banned tattoos body piercings and dyed hair.,but at the same time the schools have banned tattoos body piercings and dyed hair.,but at the same time the schools have banned tattoos body piercings and dyed hair.,but at same time the schools have banned tattoos body piercings and dyed hair.,52.753623188405804
one proposal that received particularly strong backing from erdogan was the introduction of mandatory ottoman language classes at high schools although the recommendation was later limited to religious schools.,president erdogan is strongly backing a proposal to add required ottoman language classes at high schools but the proposal was later limited to religious schools only.,"However, one proposal that received particularly strong backing from erdogan was the introduction of mandatory ottoman language classes at high schools . The recommendation was later limited to religious schools.",one proposal that received strong support from erdogan was the introduction of mandatory ottoman language classes at high schools.,one proposal that received particularly strong support from erdogan was the introduction of mandatory ottoman language classes at high schools.,one proposal that received strong backing from erdogan was the introduction of mandatory ottoman language classes at high schools.,one proposal that received particularly strong support from erdogan was the introduction of mandatory ottoman language classes at high schools.,23.809523809523814
one proposal that received particularly strong backing from erdogan was the introduction of mandatory ottoman language classes at high schools although the recommendation was later limited to religious schools.,president erdogan supports adding required ottoman language classes at high schools.,"However, one proposal that received particularly strong backing from erdogan was the introduction of mandatory ottoman language classes at high schools . The recommendation was later limited to religious schools.",one proposal that received strong support from erdogan was the introduction of mandatory ottoman language classes at high schools.,one proposal that received particularly strong support from erdogan was the introduction of mandatory ottoman language classes at high schools.,one proposal that received strong backing from erdogan was the introduction of mandatory ottoman language classes at high schools.,one proposal that received particularly strong support from erdogan was the introduction of mandatory ottoman language classes at high schools.,36.331569664903
president erdogan is strongly backing a proposal to add required ottoman language classes at high schools but the proposal was later limited to religious schools only.,president erdogan supports adding required ottoman language classes at high schools.,"President erdogan is strongly backing a proposal to add required ottoman language classes at high schools. However, the proposal was later limited to religious schools only.",president erdogan is strongly backing a proposal to add required ottoman language classes at high schools.,president erdogan is strongly backing a proposal to add required ottoman language classes at high schools.,president erdogan is strongly backing a proposal to add required ottoman language classes at high schools.,president erdogan is strongly backing a proposal to add required ottoman language classes at high schools.,62.07729468599034
one proposal that received particularly strong backing from erdogan was the introduction of mandatory ottoman language classes at high schools although the recommendation was later limited to religious schools.,president erdogan supports adding ottoman language classes at high schools.,"However, one proposal that received particularly strong backing from erdogan was the introduction of mandatory ottoman language classes at high schools . The recommendation was later limited to religious schools.",one proposal that received strong support from erdogan was the introduction of mandatory ottoman language classes at high schools.,one proposal that received particularly strong support from erdogan was the introduction of mandatory ottoman language classes at high schools.,one proposal that received strong backing from erdogan was the introduction of mandatory ottoman language classes at high schools.,one proposal that received particularly strong support from erdogan was the introduction of mandatory ottoman language classes at high schools.,36.331569664903
president erdogan is strongly backing a proposal to add required ottoman language classes at high schools but the proposal was later limited to religious schools only.,president erdogan supports adding ottoman language classes at high schools.,"President erdogan is strongly backing a proposal to add required ottoman language classes at high schools. However, the proposal was later limited to religious schools only.",president erdogan is strongly backing a proposal to add required ottoman language classes at high schools.,president erdogan is strongly backing a proposal to add required ottoman language classes at high schools.,president erdogan is strongly backing a proposal to add required ottoman language classes at high schools.,president erdogan is strongly backing a proposal to add required ottoman language classes at high schools.,59.17874396135265
president erdogan is strongly backing a proposal to add required ottoman language classes at high schools but the proposal was later limited to religious schools only.,president erdogan also wants high school kids to take ottoman language classes.,"President erdogan is strongly backing a proposal to add required ottoman language classes at high schools. However, the proposal was later limited to religious schools only.",president erdogan is strongly backing a proposal to add required ottoman language classes at high schools.,president erdogan is strongly backing a proposal to add required ottoman language classes at high schools.,president erdogan is strongly backing a proposal to add required ottoman language classes at high schools.,president erdogan is strongly backing a proposal to add required ottoman language classes at high schools.,39.51515151515151
an older version of turkish written in arabic script the ottoman language all but passed into oblivion after ataturk introduced the latin alphabet in in his quest to anchor turkey closer to the west.,ottoman is an older version of turkish written in arabic script.,"After that, an older version of turkish written in arabic script the ottoman language all but passed into oblivion . Ataturk introduced the latin alphabet in in his quest to anchor turkey closer to the west.",the ottoman language all but passed into oblivion after ataturk introduced the latin alphabet in.,ataturk introduced the latin alphabet in in his quest to anchor turkey closer to the west.,in ataturk introduced the latin alphabet in in his quest to anchor turkey closer to the west.,the ottoman language was an older version of turkish written in arabic script.,17.845117845117844
educators who support the government say turkey is going back to its cultural roots.,some teachers say the schools are going back to turkey s tradition.,Educators say turkey is going back to its cultural roots. They support the government.,educators who support the government say turkey is going back to its roots.,educators who support the government say turkey is going back to its roots.,educators who support the government say turkey is going back to its roots.,educators who support the government say turkey is going back to its roots.,28.460038986354775
critics say that while the government is focused on entrenching religion in schools it has been ignoring the turkish education system s serious failings.,critics say the government is focused on adding religion in schools but it ignores the turkish education system s serious failings.,critics say that while the government is focused on entrenching religion in schools it has been ignoring the turkish education system s serious failings.,but it has been ignoring the turkish education system s serious shortcomings.,they say the government has been ignoring the turkish education system s serious failings.,critics say that the government is focused on putting religion in schools.,critics say that while the government is focused on making schools more religious it has been ignoring the turkish education system s serious problems.,31.764705882352935
critics say that while the government is focused on entrenching religion in schools it has been ignoring the turkish education system s serious failings.,critics say the government is focused on adding religion in schools but ignores the turkish education system s serious failings.,critics say that while the government is focused on entrenching religion in schools it has been ignoring the turkish education system s serious failings.,but it has been ignoring the turkish education system s serious shortcomings.,they say the government has been ignoring the turkish education system s serious failings.,critics say that the government is focused on putting religion in schools.,critics say that while the government is focused on making schools more religious it has been ignoring the turkish education system s serious problems.,35.50446998722861
critics say that while the government is focused on entrenching religion in schools it has been ignoring the turkish education system s serious failings.,critics say the government is focused on religion but it ignores the problems in the schools.,critics say that while the government is focused on entrenching religion in schools it has been ignoring the turkish education system s serious failings.,but it has been ignoring the turkish education system s serious shortcomings.,they say the government has been ignoring the turkish education system s serious failings.,critics say that the government is focused on putting religion in schools.,critics say that while the government is focused on making schools more religious it has been ignoring the turkish education system s serious problems.,19.806763285024154
critics say the government is focused on adding religion in schools but it ignores the turkish education system s serious failings.,critics say the government is focused on religion but it ignores the problems in the schools.,"Critics say the government is focused on adding religion in schools. However, it ignores the turkish education system s serious failings.",critics say the government is focused on adding religion in schools.,critics say the government is focused on adding religion to schools.,critics say the government is focused on adding religion in schools.,critics say the government is focused on adding religion in schools.,64.41647597254004
critics say the government is focused on adding religion in schools but ignores the turkish education system s serious failings.,critics say the government is focused on religion but it ignores the problems in the schools.,"Critics say the government is focused on adding religion in schools. However, ignores the turkish education system s serious failings.",critics say the government is focused on adding religion in schools.,critics say the government is focused on adding religion to schools.,critics say the government is focused on adding religion in schools.,critics say the government is focused on adding religion in schools.,63.5016835016835
according to a organization for economic cooperation and development report turkish students fared poorly in reading mathematics and science ranking th out of countries.,according to a report turkish students have done poorly in reading mathematics and science.,according to a organization for economic cooperation and development report turkish students fared poorly in reading mathematics and science ranking th out of countries.,according to a report turkish students fared poorly in reading math and science.,according to a report turkish students did poorly in reading mathematics and science.,according to a report turkish students did poorly in reading mathematics and science.,according to a report turkish students did poorly in reading mathematics and science.,77.22222222222221
according to a organization for economic cooperation and development report turkish students fared poorly in reading mathematics and science ranking th out of countries.,according to a report turkish students did poorly in reading mathematics and science.,according to a organization for economic cooperation and development report turkish students fared poorly in reading mathematics and science ranking th out of countries.,according to a report turkish students fared poorly in reading math and science.,according to a report turkish students did poorly in reading mathematics and science.,according to a report turkish students did poorly in reading mathematics and science.,according to a report turkish students did poorly in reading mathematics and science.,97.22222222222221
according to a organization for economic cooperation and development report turkish students fared poorly in reading mathematics and science ranking th out of countries.,a report said turkish students did poorly in reading mathematics and science.,according to a organization for economic cooperation and development report turkish students fared poorly in reading mathematics and science ranking th out of countries.,according to a report turkish students fared poorly in reading math and science.,according to a report turkish students did poorly in reading mathematics and science.,according to a report turkish students did poorly in reading mathematics and science.,according to a report turkish students did poorly in reading mathematics and science.,84.7086247086247
guvener says the school in diyarbakir in offering only three elective religious classes claimed implausibly that there was no demand for any other electives at the school.,guvener said the school told him it only offered religion classes because there was no demand for any other electives.,guvener says the school in diyarbakir in offering only three elective religious classes claimed implausibly that there was no demand for any other electives at the school.,guvener says the school in diyarbakir offered only three elective religious classes.,guvener says the school in diyarbakir offered only three elective religious classes.,guvener says the school in diyarbakir claimed that there was no demand for any other electives at the school.,guvener says the school in diyarbakir in offering only three religious classes claimed that there was no demand for any other electives at the school.,34.444444444444436
guvener says the school in diyarbakir in offering only three elective religious classes claimed implausibly that there was no demand for any other electives at the school.,guvener said his daughter s school told him it only offered religious education because there was no demand for any other electives.,guvener says the school in diyarbakir in offering only three elective religious classes claimed implausibly that there was no demand for any other electives at the school.,guvener says the school in diyarbakir offered only three elective religious classes.,guvener says the school in diyarbakir offered only three elective religious classes.,guvener says the school in diyarbakir claimed that there was no demand for any other electives at the school.,guvener says the school in diyarbakir in offering only three religious classes claimed that there was no demand for any other electives at the school.,35.113212624457
guvener says the school in diyarbakir in offering only three elective religious classes claimed implausibly that there was no demand for any other electives at the school.,guvener said the school told him there was no demand for any other electives except religious classes.,guvener says the school in diyarbakir in offering only three elective religious classes claimed implausibly that there was no demand for any other electives at the school.,guvener says the school in diyarbakir offered only three elective religious classes.,guvener says the school in diyarbakir offered only three elective religious classes.,guvener says the school in diyarbakir claimed that there was no demand for any other electives at the school.,guvener says the school in diyarbakir in offering only three religious classes claimed that there was no demand for any other electives at the school.,37.301587301587304
guvener said the school told him it only offered religion classes because there was no demand for any other electives.,guvener said the school told him there was no demand for any other electives except religious classes.,Guvener said the school told him it only offered religion classes . There was no demand for any other electives.,guvener said the school told him it only offered religion classes.,guvener said the school told him it only offered religion classes.,guvener said the school told him it only offered religion classes because there was no demand for any other electives.,guvener said the school told him it only offered religion classes because there was no demand for any other electives.,41.76470588235294
guvener said his daughter s school told him it only offered religious education because there was no demand for any other electives.,guvener said the school told him there was no demand for any other electives except religious classes.,Guvener said his daughter s school told him it only offered religious education . There was no demand for any other electives.,guvener said his daughter s school told him it only offered religious education.,guvener said his daughter s school told him it only offered religious education.,guvener said his daughter s school told him it only offered religious education.,guvener said his daughter s school told him it only offered religious education because there was no demand for any other electives.,25.910931174089068
they said that out of people no one asked for math or english as an elective class guvener said.,he could not believe that out of students no one asked for math or english.,they said that out of people no one asked for math or english as an elective class guvener said.,they said that out of people no one asked for math or english as an elective class.,they said that out of people no one asked for math or english as an elective class.,they said that out of people no one asked for math or english as an elective class guvener said.,they said that out of people no one asked for math or english as an elective class guvener said.,38.46153846153847
he could not believe that out of students not one asked for an elective in math or english.,he could not believe that out of students no one asked for math or english.,he could not believe that out of students not one asked for an elective in math or english.,out of students not one asked for an elective in math or english.,out of students not one asked for an elective in math or english.,he could not believe that out of students not one asked for an elective in math or english.,he could not believe that out of students not one asked for an elective in math or english.,24.69135802469136
he could not believe that out of students not one asked for an elective in math or english.,he could not believe that not one of the students had asked for math or english.,he could not believe that out of students not one asked for an elective in math or english.,out of students not one asked for an elective in math or english.,out of students not one asked for an elective in math or english.,he could not believe that out of students not one asked for an elective in math or english.,he could not believe that out of students not one asked for an elective in math or english.,23.076923076923077
he could not believe that out of students not one asked for an elective in math or english.,he could not believe that no one had wanted to take math or english.,he could not believe that out of students not one asked for an elective in math or english.,out of students not one asked for an elective in math or english.,out of students not one asked for an elective in math or english.,he could not believe that out of students not one asked for an elective in math or english.,he could not believe that out of students not one asked for an elective in math or english.,15.151515151515152
he could not believe that not one of the students had asked for math or english.,he could not believe that no one had wanted to take math or english.,he could not believe that not one of the students had asked for math or english.,he could not believe that one of the students asked for math or english.,he could not believe that not one of the students asked for math or english.,he could not believe that not one of the students had asked for math or english.,he could not believe that not one of the students had asked for math or english.,25.0
he said the school eventually offered his daughter an elective astronomy class after he spoke to the media about her case.,after he spoke out the school offered his daughter an astronomy class.,"After that, he said the school eventually offered his daughter an elective astronomy class . He spoke to the media about her case.",he said the school eventually offered his daughter an elective astronomy class.,he said the school eventually offered his daughter an elective astronomy class.,he said the school eventually offered his daughter an elective astronomy class.,he said the school eventually offered his daughter an elective astronomy class after he spoke to the media about her case.,69.99405822935233
the school offered her an astronomy class after he spoke to the media about her case.,after he spoke out the school offered his daughter an astronomy class.,"After that, the school offered her an astronomy class . He spoke to the media about her case.",the school offered her an astronomy class after he spoke to the media about her case.,the school offered her an astronomy class after he spoke to the media about her case.,the school offered her an astronomy class after he spoke to the media about her case.,the school offered her an astronomy class after he spoke to the media about her case.,24.242424242424242
he said the school eventually offered his daughter an elective astronomy class after he spoke to the media about her case.,later the school offered his daughter an astronomy class after he spoke out.,"After that, he said the school eventually offered his daughter an elective astronomy class . He spoke to the media about her case.",he said the school eventually offered his daughter an elective astronomy class.,he said the school eventually offered his daughter an elective astronomy class.,he said the school eventually offered his daughter an elective astronomy class.,he said the school eventually offered his daughter an elective astronomy class after he spoke to the media about her case.,44.02173913043478
the school offered her an astronomy class after he spoke to the media about her case.,later the school offered his daughter an astronomy class after he spoke out.,"After that, the school offered her an astronomy class . He spoke to the media about her case.",the school offered her an astronomy class after he spoke to the media about her case.,the school offered her an astronomy class after he spoke to the media about her case.,the school offered her an astronomy class after he spoke to the media about her case.,the school offered her an astronomy class after he spoke to the media about her case.,26.08695652173913
yalcin of the pro government teachers union denies a deliberate move to force religion on the students through the elective classes.,yalcin denies schools are trying to force religion on students through elective classes.,yalcin of the pro government teachers union denies a deliberate move to force religion on the students through the elective classes.,he denies a deliberate move to force religion on the students through the elective classes.,yalcin of the pro government teachers union denies forcing religion on the students.,yalcin of the pro government teachers union denies a deliberate move to force religion on the students through the elective classes.,yalcin denies a deliberate move to force religion on the students through the elective classes.,23.23232323232323
what schools are trying to do he said is open up religious education to students according to the wishes of the turkish people.,what they are trying to do is open up religious education.,what schools are trying to do he said is open up religious education to students according to the wishes of the turkish people.,what schools are trying to do he said is open up religious education to students.,what schools are trying to do he said is open up religious education to students.,what schools are trying to do he said is open up religious education to students.,what schools are trying to do he said is open up religious education to students according to the wishes of the turkish people.,52.012882447665056
zhang is one of china s most revered kite makers and as he showed off some of his life s work he ticked off the benefits of lofting wind blown art into the sky.,zhang is one of china s most loved kite makers.,Zhang is one of china s most revered kite makers and he ticked off the benefits of lofting wind blown art into the sky. He showed off some of his life s work.,zhang is one of china s most revered kite makers.,as he showed off some of his life s work he talked about the benefits of lofting wind blown art into the sky.,zhang is one of china s most respected kite makers.,zhang is one of china s most famous kite makers and as he showed off some of his life s work he ticked off the benefits of lofting wind blown art into the sky.,13.65079365079365
at years old zhang is one of china s most revered kite makers and as he showed off some of his life s work he ticked off the benefits of lofting wind blown art into the sky.,zhang is one of china s most loved kite makers.,At years old zhang is one of china s most revered kite makers and he ticked off the benefits of lofting wind blown art into the sky. He showed off some of his life s work.,at years old zhang is one of china s most revered kite makers.,as he showed off some of his life s work he ticked off the benefits of lofting wind blown art into the sky.,zhang is one of china s most respected kite makers.,he ticked off the benefits of lofting wind blown art into the sky.,16.3668430335097
zhang is one of china s most revered kite makers and as he showed off some of his life s work he ticked off the benefits of lofting wind blown art into the sky.,as the year old craftsman showed off some of his life s work he listed the benefits of kites.,Zhang is one of china s most revered kite makers and he ticked off the benefits of lofting wind blown art into the sky. He showed off some of his life s work.,zhang is one of china s most revered kite makers.,as he showed off some of his life s work he talked about the benefits of lofting wind blown art into the sky.,zhang is one of china s most respected kite makers.,zhang is one of china s most famous kite makers and as he showed off some of his life s work he ticked off the benefits of lofting wind blown art into the sky.,50.641025641025635
at years old zhang is one of china s most revered kite makers and as he showed off some of his life s work he ticked off the benefits of lofting wind blown art into the sky.,as the year old craftsman showed off some of his life s work he listed the benefits of kites.,At years old zhang is one of china s most revered kite makers and he ticked off the benefits of lofting wind blown art into the sky. He showed off some of his life s work.,at years old zhang is one of china s most revered kite makers.,as he showed off some of his life s work he ticked off the benefits of lofting wind blown art into the sky.,zhang is one of china s most respected kite makers.,he ticked off the benefits of lofting wind blown art into the sky.,49.44444444444444
as the year old showed off some of his life s work he ticked off the benefits of lofting wind blown art into the sky.,as the year old craftsman showed off some of his life s work he listed the benefits of kites.,as the year old showed off some of his life s work he ticked off the benefits of lofting wind blown art into the sky.,the year old showed off some of his life s work.,as the year old showed off some of his life s work he talked about the benefits of lofting wind blown art into the sky.,as the year old showed off some of his life s work he talked about lofting wind blown art into the sky.,he ticked off the benefits of lofting wind blown art into the sky.,34.25925925925925
as china modernizes a new generation is playing video games instead of attaching painted silk to bamboo frames.,as china becomes more modern young people are playing video games instead of flying kites.,China modernizes a new generation. Is playing video games instead of attaching painted silk to bamboo frames.,a new generation is playing video games instead of attaching painted silk to bamboo frames.,a new generation is playing video games instead of attaching painted silk to bamboo frames.,as china modernizes a new generation is playing video games instead of attaching painted silk to bamboo frames.,as china modernizes a new generation is playing video games instead of painting silk on bamboo frames.,19.913419913419915
as china becomes more modern a new generation is playing video games instead of attaching painted silk to bamboo frames.,as china becomes more modern young people are playing video games instead of flying kites.,China becomes more modern. A new generation is playing video games instead of attaching painted silk to bamboo frames.,as china becomes more modern a new generation is playing video games.,a new generation is playing video games instead of attaching painted silk to bamboo frames.,as china becomes more modern a new generation is playing video games instead of attaching painted silk to bamboo frames.,as china becomes more modern a new generation is playing video games instead of painting silk on bamboo frames.,13.333333333333334
that s true even in weifang a city southeast of beijing that proclaims itself china s kite capital.,that is true even in weifang a city southeast of beijing.,that s true even in weifang a city southeast of beijing that proclaims itself china s kite capital.,it is a city southeast of beijing that proclaims itself china s kite capital.,that s true even in weifang a city southeast of beijing.,that s true even in weifang a city southeast of beijing.,that s true even in weifang a city southeast of beijing that calls itself china s kite capital.,82.991452991453
he can recall the special feeling when at age he built his first kite and saw it waft into the air.,he can remember the special feeling when he built his first kite.,He can recall the special feeling when at age he built his first kite. Saw it waft into the air.,at age he saw it waft into the air.,at age he built his first kite and saw it waft into the air.,he remembers the special feeling when he built his first kite.,he can remember the special feeling when he built his first kite at age.,18.937198067632853
yet these days han is doubtful that any of his four children will carry on his handiwork.,but these days han doubts that any of his four children will keep making kites.,yet these days han is doubtful that any of his four children will carry on his handiwork.,yet these days han is doubtful that any of his four children will carry on his handiwork.,yet han is doubtful that any of his four children will carry on his handiwork.,yet han is doubtful that any of his four children will carry on his handiwork.,yet these days han is doubtful that any of his four children will carry on his work.,22.22222222222222
yet these days han doubts that any of his four children will carry on his kite making.,but these days han doubts that any of his four children will keep making kites.,yet these days han doubts that any of his four children will carry on his kite making.,yet he doubts that any of his four children will carry on his kite making.,yet han doubts that any of his four children will carry on his kite making.,yet han doubts that any of his four children will carry on his kite making.,yet these days han doubts that any of his four children will carry on his kite making.,24.000000000000004
yet these days han is doubtful that any of his four children will carry on his handiwork.,han does not think that any of his four children will make kites.,yet these days han is doubtful that any of his four children will carry on his handiwork.,yet these days han is doubtful that any of his four children will carry on his handiwork.,yet han is doubtful that any of his four children will carry on his handiwork.,yet han is doubtful that any of his four children will carry on his handiwork.,yet these days han is doubtful that any of his four children will carry on his work.,37.57575757575758
yet these days han doubts that any of his four children will carry on his kite making.,han does not think that any of his four children will make kites.,yet these days han doubts that any of his four children will carry on his kite making.,yet he doubts that any of his four children will carry on his kite making.,yet han doubts that any of his four children will carry on his kite making.,yet han doubts that any of his four children will carry on his kite making.,yet these days han doubts that any of his four children will carry on his kite making.,37.57575757575758
but these days han doubts that any of his four children will keep making kites.,han does not think that any of his four children will make kites.,but these days han doubts that any of his four children will keep making kites.,but these days han doubts that any of his four children will keep making kites.,but han doubts that any of his four children will keep making kites.,but han doubts that any of his four children will keep making kites.,but these days han doubts that any of his four children will keep making kites.,43.93939393939394
the slow downfall of kite making is part of a larger cultural saga in china historic architecture crafts and music are being overwhelmed by china s growth and its inability to effectively preserve traditions of the past.,the slow downfall of kite making is part of a larger story in china.,the slow downfall of kite making is part of a larger cultural saga in china historic architecture crafts and music are being overwhelmed by china s growth and its inability to effectively preserve traditions of the past.,the slow downfall of kite making is part of a larger cultural saga in china.,the slow downfall of kite making is part of a larger cultural story in china.,the slow downfall of kite making is part of a larger cultural saga in china.,the slow downfall of kite making is part of a larger cultural saga in china.,95.18699186991869
the slow downfall of kite making is part of a larger cultural saga in china historic architecture crafts and music are being overwhelmed by china s growth and its inability to effectively preserve traditions of the past.,kite making is only part of a bigger story in china.,the slow downfall of kite making is part of a larger cultural saga in china historic architecture crafts and music are being overwhelmed by china s growth and its inability to effectively preserve traditions of the past.,the slow downfall of kite making is part of a larger cultural saga in china.,the slow downfall of kite making is part of a larger cultural story in china.,the slow downfall of kite making is part of a larger cultural saga in china.,the slow downfall of kite making is part of a larger cultural saga in china.,74.07407407407408
since china s culture ministry has devoted. billion yuan about million to programs seeking to preserve the nation s intangible cultural heritage.,since china s culture ministry has set aside. billion yuan about million.,since china s culture ministry has devoted. billion yuan about million to programs seeking to preserve the nation s intangible cultural heritage.,since then about million has been spent on programs seeking to preserve the nation s intangible cultural heritage.,since china s culture ministry has devoted. billion yuan to programs to preserve the nation s cultural heritage.,since china s culture ministry has given. billion yuan about million to programs.,since china s culture ministry has devoted. billion yuan about million to programs seeking to preserve the nation s intangible cultural heritage.,34.66666666666667
han fuling is one who obeyed mao zedong s strictures making kites that pictured workers instead of ancient mythic figures.,han fuling is one who obeyed mao zedong s strict rules.,Han fuling is one . It obeyed mao zedong s strictures making kites that pictured workers instead of ancient mythic figures.,he made kites that pictured workers instead of ancient mythic figures.,han fuling is one who followed mao zedong s strictures.,han fuling made kites that pictured workers instead of ancient mythic figures.,han fuling is one who obeyed mao zedong s strictures making kites that pictured workers instead of ancient mythic figures.,59.95423340961099
han fuling is one who obeyed chairman mao s strict rules making kites that pictured workers instead of ancient mythic figures.,han fuling is one who obeyed mao zedong s strict rules.,Han fuling is one . It obeyed chairman mao s strict rules making kites that pictured workers instead of ancient mythic figures.,he made kites that pictured workers instead of ancient mythic figures.,han fuling is one who followed chairman mao s strict rules making kites that pictured workers instead of ancient mythic figures.,han fuling obeyed chairman mao s strict rules.,han fuling is one who obeyed chairman mao s strict rules making kites that pictured workers instead of ancient mythic figures.,17.77777777777778
han fuling is one who obeyed mao zedong s strictures making kites that pictured workers instead of ancient mythic figures.,han fuling is one who obeyed mao zedong s orders.,Han fuling is one . It obeyed mao zedong s strictures making kites that pictured workers instead of ancient mythic figures.,he made kites that pictured workers instead of ancient mythic figures.,han fuling is one who followed mao zedong s strictures.,han fuling made kites that pictured workers instead of ancient mythic figures.,han fuling is one who obeyed mao zedong s strictures making kites that pictured workers instead of ancient mythic figures.,59.95423340961099
han fuling is one who obeyed chairman mao s strict rules making kites that pictured workers instead of ancient mythic figures.,han fuling is one who obeyed mao zedong s orders.,Han fuling is one . It obeyed chairman mao s strict rules making kites that pictured workers instead of ancient mythic figures.,he made kites that pictured workers instead of ancient mythic figures.,han fuling is one who followed chairman mao s strict rules making kites that pictured workers instead of ancient mythic figures.,han fuling obeyed chairman mao s strict rules.,han fuling is one who obeyed chairman mao s strict rules making kites that pictured workers instead of ancient mythic figures.,16.091954022988507
han fuling is one who obeyed mao zedong s strictures making kites that pictured workers instead of ancient mythic figures.,han fuling followed mao zedong s strict rules.,Han fuling is one . It obeyed mao zedong s strictures making kites that pictured workers instead of ancient mythic figures.,he made kites that pictured workers instead of ancient mythic figures.,han fuling is one who followed mao zedong s strictures.,han fuling made kites that pictured workers instead of ancient mythic figures.,han fuling is one who obeyed mao zedong s strictures making kites that pictured workers instead of ancient mythic figures.,65.18518518518519
han fuling is one who obeyed chairman mao s strict rules making kites that pictured workers instead of ancient mythic figures.,han fuling followed mao zedong s strict rules.,Han fuling is one . It obeyed chairman mao s strict rules making kites that pictured workers instead of ancient mythic figures.,he made kites that pictured workers instead of ancient mythic figures.,han fuling is one who followed chairman mao s strict rules making kites that pictured workers instead of ancient mythic figures.,han fuling obeyed chairman mao s strict rules.,han fuling is one who obeyed chairman mao s strict rules making kites that pictured workers instead of ancient mythic figures.,33.40874811463046
han fuling is one who obeyed mao zedong s strict rules.,han fuling followed mao zedong s strict rules.,Han fuling is one . It obeyed mao zedong s strict rules.,han fuling is one who followed mao zedong s strict rules.,han fuling follows mao zedong s strict rules.,han fuling is one who followed mao zedong s strict rules.,han fuling is one who obeyed mao zedong s rules.,64.44444444444444
